,Member_number,Date,itemDescription,quantidade,price
1943,4657,14-01-2015,salsicha,8,175.80
1944,3281,16-06-2015,salsicha,4,194.87
1945,3252,15-02-2015,salsicha,2,160.85
1946,1788,15-04-2015,salsicha,6,115.73
1947,1846,18-05-2015,salsicha,5,65.39
1948,4685,04-11-2015,iogurte,2,114.82
1949,4875,03-10-2015,fruta tropical,5,254.27
1950,3134,07-06-2015,fruta tropical,6,133.63
1951,4797,04-07-2015,salsicha,8,245.08
1952,2171,31-03-2015,pãezinhos / pãezinhos,8,27.89
1953,2476,05-05-2015,citrino,1,146.87
1954,2592,01-10-2015,salsicha,0,222.51
1955,4882,31-10-2015,fruta tropical,5,14.27
1956,4680,22-08-2015,vegetais de raiz,5,186.18
1957,1107,06-05-2015,citrino,2,168.92
1958,3329,21-02-2015,pãezinhos / pãezinhos,2,148.42
1959,4122,24-04-2015,fruta tropical,9,174.50
1960,2186,14-02-2015,salsicha,2,124.53
1961,1566,19-11-2015,fruta tropical,0,132.31
1962,1835,01-04-2015,vegetais de raiz,3,105.09
1963,3284,28-01-2015,fruta tropical,2,154.65
1964,1866,15-02-2015,leite inteiro,0,62.25
1965,1678,23-08-2015,água engarrafada,2,239.37
1966,4160,12-06-2015,citrino,2,126.50
1967,3120,12-06-2015,salsicha,5,148.42
1968,3750,28-02-2015,vegetais de raiz,3,210.70
1969,4985,26-12-2015,vegetais de raiz,3,255.46
1970,2108,11-08-2015,fruta tropical,6,42.17
1971,2391,27-06-2015,salsicha,5,54.47
1972,3704,22-01-2015,vegetais de raiz,9,169.96
1973,4105,29-05-2015,fruta tropical,1,193.19
1974,4335,12-10-2015,citrino,4,45.67
1975,4789,11-09-2015,leite inteiro,0,136.88
1976,1144,28-01-2015,refrigerante,5,117.94
1977,2695,04-07-2015,fruta tropical,0,192.54
1978,1603,07-09-2015,leite inteiro,4,33.99
1979,1264,07-12-2015,fruta tropical,1,27.25
1980,2809,10-04-2015,leite inteiro,2,146.61
1981,4539,09-03-2015,leite inteiro,1,239.89
1982,1969,11-02-2015,citrino,3,106.91
1983,3803,20-10-2015,salsicha,7,29.06
1984,3999,19-04-2015,iogurte,7,190.72
1985,3677,30-11-2015,salsicha,7,161.14
1986,1120,14-01-2015,refrigerante,9,20.73
1987,4460,12-07-2015,vegetais de raiz,4,79.79
1988,2961,21-07-2015,refrigerante,5,136.88
1989,2109,24-09-2015,iogurte,1,8.95
1990,2910,04-12-2015,leite inteiro,2,158.93
1991,2309,29-12-2015,leite inteiro,8,65.13
1992,2553,21-06-2015,outros vegetais,1,198.38
1993,4100,22-04-2015,salsicha,9,193.19
1994,2580,17-11-2015,outros vegetais,4,242.88
1995,1459,18-07-2015,citrino,5,166.04
1996,4990,15-03-2015,salsicha,5,172.82
1997,3476,21-04-2015,água engarrafada,0,156.34
1998,4643,25-01-2015,leite inteiro,2,148.55
1999,3811,11-05-2015,vegetais de raiz,6,163.73
2000,3122,13-10-2015,citrino,7,188.13
2001,2874,22-01-2015,refrigerante,6,238.98
2002,3285,12-07-2015,salsicha,8,20.73
2003,4752,11-02-2015,iogurte,1,193.32
2004,4328,21-07-2015,citrino,5,162.05
2005,1360,05-02-2015,vegetais de raiz,5,109.24
2006,3835,06-01-2015,fruta tropical,2,117.29
2007,1720,05-12-2015,vegetais de raiz,8,185.53
2008,1872,05-04-2015,fruta tropical,3,261.43
2009,1406,23-03-2015,salsicha,3,57.74
2010,3560,29-09-2015,água engarrafada,7,155.95
2011,4843,13-05-2015,leite inteiro,2,191.37
2012,2262,04-10-2015,fruta tropical,4,247.68
2013,4320,07-01-2015,iogurte,5,163.73
2014,1155,01-04-2015,leite inteiro,1,145.57
2015,3101,17-12-2015,salsicha,8,199.15
2016,2433,19-10-2015,água engarrafada,1,185.79
2017,3144,16-08-2015,fruta tropical,6,22.32
2018,1609,17-12-2015,pãezinhos / pãezinhos,3,201.75
2019,2982,25-06-2015,citrino,8,5.45
2020,1804,30-11-2015,salsicha,1,178.40
2021,4997,27-12-2015,fruta tropical,2,53.19
2022,2789,28-01-2015,leite inteiro,6,4.54
2023,2641,01-03-2015,leite inteiro,4,169.83
2024,2102,10-05-2015,pãezinhos / pãezinhos,0,106.91
2025,2979,17-07-2015,salsicha,0,54.47
2026,3685,04-03-2015,fruta tropical,8,245.86
2027,1149,06-08-2015,refrigerante,8,71.62
2028,4608,05-01-2015,leite inteiro,1,183.58
2029,3794,26-11-2015,fruta tropical,5,114.15
2030,3050,20-10-2015,outros vegetais,4,31.11
2031,2523,12-01-2015,iogurte,3,156.21
2032,4633,14-04-2015,água engarrafada,7,213.04
2033,2440,02-03-2015,fruta tropical,8,147.88
2034,3691,12-02-2015,iogurte,8,171.52
2035,2370,28-08-2015,fruta tropical,9,255.85
2036,4744,28-10-2015,citrino,5,53.84
2037,4876,21-02-2015,refrigerante,6,75.51
2038,1296,20-08-2015,fruta tropical,0,147.88
2039,4845,28-08-2015,água engarrafada,3,21.41
2040,2777,24-05-2015,pastelaria,6,38.27
2041,4220,10-08-2015,fruta tropical,2,117.94
2042,2194,09-01-2015,refrigerante,2,215.63
2043,4189,07-04-2015,pãezinhos / pãezinhos,0,201.36
2044,3886,01-04-2015,refrigerante,2,50.86
2045,1291,14-01-2015,fruta tropical,9,158.54
2046,1374,10-03-2015,leite inteiro,6,83.01
2047,4015,20-02-2015,iogurte,0,214.07
2048,3009,18-02-2015,salsicha,1,208.24
2049,2985,05-01-2015,fruta tropical,5,61.24
2050,1205,14-03-2015,iogurte,2,63.44
2051,2677,23-12-2015,salsicha,3,212.13
2052,1540,14-08-2015,leite inteiro,1,226.01
2053,1363,16-06-2015,leite inteiro,4,53.84
2054,1761,09-08-2015,pãezinhos / pãezinhos,1,93.39
2055,4300,04-04-2015,citrino,4,80.41
2056,1097,01-11-2015,fruta tropical,9,201.10
2057,3766,07-05-2015,citrino,9,58.64
2058,2348,28-02-2015,citrino,0,39.44
2059,3986,25-07-2015,fruta tropical,6,69.41
2060,3861,07-07-2015,pãezinhos / pãezinhos,3,141.42
2061,1094,07-01-2015,salsicha,4,198.51
2062,4743,24-01-2015,salsicha,4,184.21
2063,3543,02-06-2015,leite inteiro,1,158.26
2064,2004,21-08-2015,iogurte,2,70.58
2065,4171,03-06-2015,iogurte,0,258.19
2066,3041,15-09-2015,salsicha,3,179.30
2067,1324,10-07-2015,citrino,5,144.66
2068,4260,30-05-2015,salsicha,5,95.36
2069,1494,29-09-2015,leite inteiro,6,120.92
2070,2521,03-03-2015,citrino,8,199.78
2071,1939,30-10-2015,vegetais de raiz,3,198.76
2072,1361,08-09-2015,leite inteiro,4,216.93
2073,2294,10-05-2015,pãezinhos / pãezinhos,4,236.39
2074,3579,30-12-2015,outros vegetais,7,237.43
2075,2051,20-04-2015,leite inteiro,6,239.24
2076,2113,07-09-2015,água engarrafada,4,153.74
2077,1909,31-08-2015,salsicha,6,78.10
2078,2142,19-05-2015,iogurte,8,147.26
2079,1993,08-07-2015,fruta tropical,2,239.24
2080,1177,14-10-2015,pãezinhos / pãezinhos,7,82.39
2081,2499,24-04-2015,vegetais de raiz,7,183.20
2082,4427,14-01-2015,fruta tropical,3,38.90
2083,1242,04-12-2015,salsicha,5,138.18
2084,3507,10-11-2015,leite inteiro,5,230.29
2085,3072,26-01-2015,leite inteiro,8,118.71
2086,3354,14-01-2015,citrino,0,181.90
2087,3656,11-03-2015,fruta tropical,6,101.72
2088,4417,18-05-2015,salsicha,2,204.97
2089,3296,06-06-2015,leite inteiro,1,116.74
2090,1754,17-09-2015,citrino,0,96.53
2091,1218,29-12-2015,fruta tropical,4,244.56
2092,3321,25-12-2015,salsicha,4,3.89
2093,4444,22-07-2015,salsicha,1,249.62
2094,2348,01-11-2015,leite inteiro,3,182.94
2095,4275,18-08-2015,leite inteiro,2,109.50
2096,1627,11-02-2015,vegetais de raiz,0,62.54
2097,1461,21-12-2015,água engarrafada,8,210.83
2098,4266,17-06-2015,refrigerante,6,62.92
2099,3117,30-09-2015,citrino,3,253.26
2100,1154,17-05-2015,citrino,0,189.40
2101,4035,12-01-2015,salsicha,1,60.20
2102,1500,06-01-2015,pãezinhos / pãezinhos,2,223.68
2103,4357,13-04-2015,salsicha,8,255.85
2104,1199,21-11-2015,pãezinhos / pãezinhos,5,102.37
2105,4376,16-07-2015,leite inteiro,1,154.65
2106,4501,15-06-2015,outros vegetais,0,177.10
2107,3922,01-04-2015,citrino,0,44.63
2108,3586,02-05-2015,leite inteiro,7,136.10
2109,2518,03-07-2015,refrigerante,1,254.55
2110,1690,03-03-2015,salsicha,0,159.45
2111,2176,04-02-2015,pastelaria,0,57.06
2112,3460,14-02-2015,fruta tropical,2,139.08
2113,2939,03-08-2015,vegetais de raiz,8,5.71
2114,3380,16-05-2015,vegetais de raiz,4,43.46
2115,1785,07-06-2015,salsicha,8,8.04
2116,1646,28-08-2015,refrigerante,3,115.73
2117,1412,16-11-2015,refrigerante,0,64.22
2118,1892,24-04-2015,leite inteiro,3,246.77
2119,4107,15-11-2015,fruta tropical,0,219.91
2120,4853,17-09-2015,iogurte,6,201.75
2121,2196,23-08-2015,refrigerante,2,137.50
2122,1026,28-05-2015,vegetais de raiz,3,197.73
2123,1040,26-11-2015,fruta tropical,7,131.69
2124,1137,26-09-2015,leite inteiro,1,6.36
2125,2604,12-02-2015,vegetais de raiz,3,152.06
2126,2402,06-09-2015,leite inteiro,1,255.46
2127,4130,06-11-2015,pãezinhos / pãezinhos,3,46.68
2128,1734,08-06-2015,salsicha,2,86.80
2129,1104,04-01-2015,iogurte,0,179.69
2130,4204,16-10-2015,leite inteiro,4,71.23
2131,2022,22-07-2015,salsicha,3,236.78
2132,2242,05-06-2015,pãezinhos / pãezinhos,7,198.76
2133,1427,26-11-2015,pãezinhos / pãezinhos,4,24.91
2134,1349,13-04-2015,água engarrafada,5,29.19
2135,4691,08-01-2015,refrigerante,2,158.80
2136,2471,13-08-2015,pãezinhos / pãezinhos,7,117.03
2137,3252,22-08-2015,citrino,9,232.24
2138,2359,21-04-2015,pastelaria,3,120.01
2139,2563,03-06-2015,pãezinhos / pãezinhos,2,172.82
2140,2386,04-10-2015,refrigerante,9,76.42
2141,1014,03-10-2015,leite inteiro,9,127.67
2142,1389,18-02-2015,vegetais de raiz,3,59.03
2143,1833,12-07-2015,refrigerante,4,122.48
2144,4028,08-07-2015,outros vegetais,7,125.07
2145,4536,24-02-2015,citrino,2,1.95
2146,1489,23-06-2015,pãezinhos / pãezinhos,8,144.66
2147,3909,09-02-2015,fruta tropical,3,203.69
2148,2855,03-02-2015,salsicha,7,226.27
2149,4881,28-07-2015,iogurte,1,209.53
2150,1608,10-11-2015,fruta tropical,2,68.76
2151,1911,02-06-2015,vegetais de raiz,9,37.50
2152,1000,15-03-2015,salsicha,2,257.15
2153,3955,28-08-2015,salsicha,9,116.12
2154,4232,19-12-2015,leite inteiro,7,258.06
2155,3472,28-02-2015,citrino,1,256.24
2156,4217,05-02-2015,água engarrafada,0,109.24
2157,3778,01-10-2015,pastelaria,3,218.62
2158,2666,06-04-2015,salsicha,5,116.12
2159,3518,18-05-2015,salsicha,0,157.64
2160,4525,28-09-2015,leite inteiro,4,197.47
2161,1339,28-11-2015,água engarrafada,1,228.61
2162,3389,26-01-2015,leite inteiro,3,60.98
2163,2683,11-08-2015,pãezinhos / pãezinhos,5,99.77
2164,4063,12-11-2015,salsicha,1,66.43
2165,3014,19-10-2015,salsicha,5,229.51
2166,3613,05-06-2015,leite inteiro,0,109.63
2167,3152,24-11-2015,pãezinhos / pãezinhos,6,254.81
2168,4187,28-10-2015,pãezinhos / pãezinhos,3,226.40
2169,2001,03-03-2015,citrino,3,143.24
2170,1584,26-01-2015,pãezinhos / pãezinhos,0,88.48
2171,4942,06-08-2015,salsicha,5,234.18
2172,2083,07-11-2015,fruta tropical,5,145.83
2173,2070,24-03-2015,citrino,5,13.62
2174,2222,28-12-2015,leite inteiro,4,197.18
2175,2410,21-11-2015,água engarrafada,0,109.50
2176,2728,28-11-2015,leite inteiro,9,129.09
2177,1391,01-08-2015,iogurte,9,78.10
2178,2167,08-12-2015,leite inteiro,4,159.45
2179,3048,20-08-2015,salsicha,9,241.97
2180,3876,03-10-2015,outros vegetais,7,92.38
2181,3937,19-11-2015,fruta tropical,3,161.40
2182,4031,14-01-2015,vegetais de raiz,7,19.72
2183,3986,18-11-2015,iogurte,1,192.67
2184,2392,15-12-2015,refrigerante,2,10.90
2185,2875,01-11-2015,leite inteiro,9,79.01
2186,4512,21-12-2015,água engarrafada,2,182.94
2187,1932,07-09-2015,leite inteiro,5,91.34
2188,4672,13-02-2015,leite inteiro,4,191.37
2189,4432,28-05-2015,leite inteiro,6,183.20
2190,2129,11-08-2015,outros vegetais,8,200.97
2191,3271,27-12-2015,salsicha,8,75.22
2192,4648,08-10-2015,leite inteiro,4,138.82
2193,3595,15-10-2015,outros vegetais,7,238.08
2194,2752,10-10-2015,salsicha,0,191.37
2195,1697,23-02-2015,fruta tropical,3,180.21
2196,3884,07-04-2015,citrino,6,236.78
2197,1663,11-11-2015,fruta tropical,9,254.27
2198,2799,25-05-2015,salsicha,2,153.35
2199,1004,02-12-2015,outros vegetais,3,156.99
2200,2401,15-01-2015,leite inteiro,1,0.65
2201,2485,18-05-2015,outros vegetais,5,0.52
2202,2261,18-06-2015,salsicha,2,158.54
2203,1904,18-04-2015,leite inteiro,9,102.50
2204,4233,16-06-2015,leite inteiro,1,49.28
2205,3928,26-09-2015,leite inteiro,3,57.74
2206,1063,23-01-2015,pãezinhos / pãezinhos,9,208.24
2207,3365,28-06-2015,água engarrafada,8,189.40
2208,2795,06-05-2015,citrino,1,32.44
2209,1336,04-04-2015,citrino,9,16.22
2210,2937,31-07-2015,leite inteiro,5,249.36
2211,3719,04-06-2015,refrigerante,2,73.17
2212,2757,15-02-2015,salsicha,9,79.01
2213,1783,07-07-2015,salsicha,1,136.88
2214,1355,25-02-2015,pastelaria,5,94.58
2215,4216,28-04-2015,salsicha,6,11.94
2216,2984,24-02-2015,citrino,7,149.20
2217,4798,24-08-2015,pãezinhos / pãezinhos,3,89.78
2218,2433,31-07-2015,refrigerante,7,185.40
2219,2092,24-05-2015,salsicha,1,52.16
2220,1636,04-05-2015,outros vegetais,3,238.98
2221,3835,16-09-2015,iogurte,4,172.43
2222,2932,22-01-2015,vegetais de raiz,0,125.72
2223,4049,01-08-2015,fruta tropical,3,135.58
2224,2930,23-03-2015,leite inteiro,1,101.46
2225,4877,20-06-2015,salsicha,7,233.79
2226,1277,07-06-2015,leite inteiro,3,123.13
2227,2239,13-12-2015,leite inteiro,7,94.71
2228,3504,06-07-2015,vegetais de raiz,9,91.99
2229,4038,06-11-2015,fruta tropical,2,66.82
2230,2813,01-10-2015,salsicha,8,137.79
2231,3055,18-08-2015,outros vegetais,5,162.18
2232,4864,27-03-2015,leite inteiro,1,245.08
2233,4812,27-05-2015,refrigerante,7,96.53
2234,3042,05-10-2015,leite inteiro,6,153.07
2235,2270,09-06-2015,pastelaria,6,52.42
2236,1406,28-12-2015,salsicha,0,219.91
2237,3910,18-12-2015,pãezinhos / pãezinhos,4,106.65
2238,1995,12-06-2015,refrigerante,2,150.76
2239,1994,11-03-2015,leite inteiro,7,3.11
2240,4892,09-01-2015,citrino,9,131.04
2241,1148,15-04-2015,salsicha,0,66.04
2242,2510,29-09-2015,refrigerante,9,125.72
2243,3180,19-10-2015,pastelaria,1,5.71
2244,3207,08-08-2015,fruta tropical,4,219.52
2245,1226,12-11-2015,citrino,8,58.64
2246,1509,04-11-2015,iogurte,7,54.75
2247,2364,21-06-2015,vegetais de raiz,8,126.50
2248,4324,05-01-2015,salsicha,3,244.43
2249,3497,14-06-2015,refrigerante,2,41.78
2250,1008,21-07-2015,refrigerante,7,185.53
2251,4572,29-10-2015,leite inteiro,2,178.40
2252,4030,04-07-2015,salsicha,2,28.80
2253,2422,12-08-2015,salsicha,3,115.47
2254,2694,24-11-2015,leite inteiro,5,88.87
2255,3821,03-01-2015,leite inteiro,2,191.37
2256,3752,20-08-2015,leite inteiro,7,192.54
2257,3262,08-12-2015,pãezinhos / pãezinhos,4,249.08
2258,1370,28-06-2015,leite inteiro,2,252.35
2259,4688,01-08-2015,salsicha,3,167.24
2260,3608,12-10-2015,leite inteiro,8,199.78
2261,3460,24-07-2015,vegetais de raiz,6,236.10
2262,3002,13-08-2015,citrino,8,118.07
2263,4731,04-04-2015,pãezinhos / pãezinhos,0,170.61
2264,3812,13-11-2015,pãezinhos / pãezinhos,1,93.67
2265,2502,15-04-2015,refrigerante,1,252.22
2266,1135,10-07-2015,salsicha,1,193.32
2267,4234,17-07-2015,leite inteiro,6,177.10
2268,1638,12-03-2015,leite inteiro,9,50.86
2269,3903,06-02-2015,outros vegetais,1,76.42
2270,1245,27-06-2015,refrigerante,4,17.13
2271,3095,13-10-2015,citrino,2,7.76
2272,3592,28-10-2015,outros vegetais,2,208.88
2273,1305,23-05-2015,salsicha,7,180.99
2274,3189,03-02-2015,iogurte,7,97.96
2275,4444,06-10-2015,refrigerante,0,1.30
2276,3214,14-01-2015,fruta tropical,3,125.20
2277,2772,18-03-2015,fruta tropical,0,78.36
2278,4351,21-08-2015,outros vegetais,3,229.90
2279,1598,02-03-2015,vegetais de raiz,3,79.14
2280,2365,11-06-2015,salsicha,0,179.69
2281,2602,08-02-2015,salsicha,2,243.27
2282,2652,01-08-2015,iogurte,2,41.78
2283,1777,03-12-2015,iogurte,2,13.62
2284,4007,23-12-2015,citrino,9,76.81
2285,2270,04-02-2015,fruta tropical,4,136.49
2286,2306,09-10-2015,pãezinhos / pãezinhos,5,83.55
2287,2517,12-12-2015,fruta tropical,3,118.07
2288,2560,07-06-2015,leite inteiro,6,115.47
2289,1416,22-08-2015,outros vegetais,5,255.85
2290,4293,23-04-2015,outros vegetais,2,238.70
2291,4467,23-04-2015,outros vegetais,3,148.55
2292,4749,15-02-2015,fruta tropical,2,128.44
2293,3621,14-07-2015,outros vegetais,6,31.40
2294,3219,04-08-2015,outros vegetais,3,36.59
2295,1698,22-07-2015,outros vegetais,9,78.10
2296,2073,30-04-2015,pãezinhos / pãezinhos,5,165.42
2297,3890,26-10-2015,vegetais de raiz,9,101.72
2298,3147,24-12-2015,fruta tropical,8,199.15
2299,3183,07-08-2015,fruta tropical,5,62.25
2300,1878,17-10-2015,salsicha,4,42.17
2301,2523,12-02-2015,refrigerante,4,0.26
2302,4806,27-10-2015,salsicha,9,158.80
2303,2422,11-11-2015,citrino,7,207.85
2304,1164,30-03-2015,leite inteiro,0,130.00
2305,1821,21-05-2015,fruta tropical,2,31.66
2306,4515,10-05-2015,outros vegetais,6,59.66
2307,3352,13-06-2015,salsicha,3,62.80
2308,1545,17-10-2015,leite inteiro,8,257.15
2309,2999,03-08-2015,salsicha,6,29.84
2310,2517,29-09-2015,outros vegetais,6,206.94
2311,4492,14-06-2015,salsicha,4,9.08
2312,1217,18-02-2015,leite inteiro,3,215.35
2313,4337,26-10-2015,fruta tropical,2,31.11
2314,2599,27-01-2015,salsicha,9,38.27
2315,2924,19-11-2015,pãezinhos / pãezinhos,7,234.70
2316,3818,29-03-2015,refrigerante,1,196.17
2317,2156,07-08-2015,salsicha,7,72.63
2318,3182,05-05-2015,refrigerante,1,10.64
2319,1276,28-08-2015,leite inteiro,7,161.14
2320,2184,23-01-2015,refrigerante,9,201.10
2321,1198,31-01-2015,outros vegetais,9,167.63
2322,1858,25-01-2015,pastelaria,1,206.55
2323,2899,09-11-2015,salsicha,0,0.26
2324,2057,13-11-2015,citrino,9,3.11
2325,2413,26-06-2015,água engarrafada,3,153.07
2326,4819,20-09-2015,salsicha,5,130.26
2327,1419,07-04-2015,vegetais de raiz,8,156.86
2328,2706,03-10-2015,fruta tropical,6,174.37
2329,1275,07-05-2015,vegetais de raiz,7,217.94
2330,1851,11-07-2015,outros vegetais,9,101.17
2331,1905,18-10-2015,refrigerante,6,113.52
2332,2538,27-07-2015,outros vegetais,4,231.59
2333,1561,25-07-2015,leite inteiro,0,116.12
2334,1318,26-09-2015,pastelaria,2,143.36
2335,1133,26-02-2015,salsicha,5,213.04
2336,4007,13-03-2015,fruta tropical,5,148.17
2337,1372,25-04-2015,refrigerante,0,86.80
2338,1839,16-08-2015,pastelaria,4,108.96
2339,3765,12-06-2015,leite inteiro,2,108.33
2340,2108,01-10-2015,fruta tropical,0,190.72
2341,2547,24-11-2015,refrigerante,0,83.29
2342,4720,12-02-2015,refrigerante,6,3.11
2343,1342,07-01-2015,fruta tropical,8,180.34
2344,4952,26-08-2015,salsicha,8,136.23
2345,1218,20-08-2015,fruta tropical,1,210.70
2346,2459,22-09-2015,leite inteiro,5,207.56
2347,1827,01-07-2015,leite inteiro,6,247.03
2348,4769,20-09-2015,salsicha,3,254.94
2349,1741,20-12-2015,salsicha,1,200.06
2350,4238,12-12-2015,fruta tropical,3,169.18
2351,4051,28-01-2015,leite inteiro,9,40.22
2352,4960,19-08-2015,água engarrafada,4,151.67
2353,2444,17-06-2015,salsicha,0,145.57
2354,3328,16-08-2015,leite inteiro,6,176.42
2355,2981,11-05-2015,leite inteiro,6,209.53
2356,1620,22-03-2015,fruta tropical,8,212.13
2357,3447,03-09-2015,vegetais de raiz,6,86.15
2358,1679,08-12-2015,leite inteiro,6,227.31
2359,3605,05-04-2015,salsicha,7,253.00
2360,2375,03-09-2015,leite inteiro,9,41.78
2361,3399,09-04-2015,salsicha,5,260.65
2362,3348,05-12-2015,salsicha,0,13.49
2363,1076,12-06-2015,salsicha,7,98.86
2364,2480,26-03-2015,fruta tropical,2,98.86
2365,1532,20-06-2015,leite inteiro,7,207.85
2366,1803,12-05-2015,pãezinhos / pãezinhos,4,217.32
2367,2604,20-09-2015,fruta tropical,2,253.65
2368,1845,07-08-2015,outros vegetais,4,234.70
2369,2690,01-05-2015,vegetais de raiz,8,211.35
2370,2300,28-04-2015,salsicha,3,245.21
2371,4302,05-04-2015,outros vegetais,9,130.91
2372,1930,15-11-2015,fruta tropical,5,111.84
2373,3952,30-10-2015,salsicha,3,165.42
2374,1430,04-09-2015,citrino,9,47.36
2375,3829,02-08-2015,citrino,7,119.34
2376,3086,04-04-2015,leite inteiro,7,201.75
2377,4780,09-06-2015,citrino,6,82.39
2378,3520,02-01-2015,outros vegetais,4,110.28
2379,2566,31-01-2015,leite inteiro,6,16.09
2380,2655,05-01-2015,salsicha,8,74.60
2381,3364,30-08-2015,iogurte,6,21.41
2382,2370,14-01-2015,vegetais de raiz,4,68.11
2383,3599,11-06-2015,outros vegetais,4,15.83
2384,3738,01-04-2015,leite inteiro,6,142.69
2385,1593,08-08-2015,salsicha,1,140.10
2386,2105,21-01-2015,água engarrafada,3,75.90
2387,3139,21-04-2015,fruta tropical,0,13.23
2388,1098,19-01-2015,pãezinhos / pãezinhos,5,254.27
2389,2694,19-06-2015,salsicha,1,70.03
2390,3705,07-09-2015,refrigerante,9,69.41
2391,1634,28-05-2015,pãezinhos / pãezinhos,0,147.88
2392,2030,04-09-2015,refrigerante,5,178.01
2393,4552,13-08-2015,outros vegetais,5,107.04
2394,3848,18-11-2015,fruta tropical,7,45.67
2395,2162,19-06-2015,fruta tropical,4,226.92
2396,4462,02-04-2015,água engarrafada,9,250.66
2397,3971,17-06-2015,fruta tropical,4,95.36
2398,1554,21-05-2015,fruta tropical,8,154.65
2399,3337,10-06-2015,citrino,4,2.57
2400,2265,25-09-2015,leite inteiro,6,27.25
2401,4999,24-01-2015,fruta tropical,8,194.59
2402,3980,16-09-2015,pãezinhos / pãezinhos,9,53.06
2403,1116,29-01-2015,outros vegetais,8,229.51
2404,2663,21-10-2015,salsicha,0,199.15
2405,2164,24-11-2015,pãezinhos / pãezinhos,2,105.74
2406,3950,12-05-2015,iogurte,0,168.02
2407,4804,27-12-2015,fruta tropical,7,221.86
2408,4041,07-09-2015,pãezinhos / pãezinhos,6,179.30
2409,2171,03-09-2015,leite inteiro,0,84.59
2410,3417,15-12-2015,pastelaria,1,44.09
2411,1175,10-06-2015,leite inteiro,2,55.01
2412,4946,17-02-2015,salsicha,9,86.15
2413,1110,15-11-2015,pastelaria,4,71.36
2414,4700,04-03-2015,salsicha,3,162.18
2415,2565,29-04-2015,fruta tropical,8,59.66
2416,2468,13-03-2015,leite inteiro,9,258.06
2417,4836,13-11-2015,salsicha,6,26.60
2418,3504,22-09-2015,vegetais de raiz,9,34.38
2419,4039,27-12-2015,outros vegetais,9,202.37
2420,3519,13-12-2015,água engarrafada,6,36.59
2421,2989,30-01-2015,leite inteiro,0,261.43
2422,3737,05-05-2015,leite inteiro,8,70.71
2423,3180,03-07-2015,salsicha,1,0.52
2424,2978,09-05-2015,salsicha,4,105.35
2425,4903,08-12-2015,salsicha,5,31.11
2426,2835,09-10-2015,citrino,4,131.30
2427,3783,22-06-2015,salsicha,1,194.87
2428,1486,14-12-2015,outros vegetais,3,181.61
2429,4589,08-10-2015,salsicha,3,128.44
2430,1132,19-02-2015,outros vegetais,8,124.81
2431,4681,11-09-2015,citrino,7,209.14
2432,3701,22-01-2015,outros vegetais,9,170.22
2433,3429,01-04-2015,outros vegetais,3,189.40
2434,1783,18-03-2015,fruta tropical,0,98.58
2435,3399,19-07-2015,salsicha,2,209.14
2436,4766,03-01-2015,vegetais de raiz,8,26.60
2437,1396,22-07-2015,fruta tropical,3,147.26
2438,4633,26-04-2015,fruta tropical,8,182.81
2439,4695,05-01-2015,vegetais de raiz,5,170.61
2440,4753,08-11-2015,outros vegetais,5,23.33
2441,4996,24-11-2015,pãezinhos / pãezinhos,6,69.02
2442,4569,27-07-2015,salsicha,6,209.53
2443,2252,08-10-2015,leite inteiro,6,200.06
2444,1634,09-02-2015,leite inteiro,0,210.70
2445,2266,30-09-2015,outros vegetais,3,153.74
2446,3304,30-11-2015,vegetais de raiz,4,112.10
