Member_number,Date,itemDescription,quantidade,price
3695,09-07-2015,soda,8,34.25
1027,25-02-2015,rolls/buns,3,71.20
4864,04-12-2015,whole milk,9,23.75
4082,01-05-2015,whole milk,5,51.20
2202,28-05-2015,tropical fruit,0,70.60
3036,18-09-2015,yogurt,5,52.20
4529,10-05-2015,tropical fruit,6,80.99
1968,16-02-2015,whole milk,3,75.75
2091,30-07-2015,citrus fruit,5,76.10
2902,12-06-2015,tropical fruit,9,28.50
4205,29-01-2015,citrus fruit,9,97.75
1508,15-11-2015,sausage,9,61.25
4705,22-05-2015,sausage,7,79.25
1285,21-07-2015,yogurt,5,51.75
4238,03-12-2015,pastry,0,85.50
4031,18-10-2015,sausage,2,100.99
1739,31-05-2015,sausage,9,36.45
4516,07-12-2015,root vegetables,4,12.75
3485,22-07-2015,rolls/buns,8,52.45
1331,29-11-2015,other vegetables,5,50.50
3890,11-01-2015,sausage,8,3.75
3661,17-06-2015,whole milk,1,18.20
1044,25-10-2015,root vegetables,8,44.50
3028,19-05-2015,citrus fruit,5,17.10
3035,04-03-2015,citrus fruit,4,55.25
3189,23-11-2015,bottled water,9,31.45
4299,14-08-2015,whole milk,0,75.20
4219,16-10-2015,rolls/buns,5,23.60
3636,14-05-2015,whole milk,7,18.50
3196,05-05-2015,soda,9,25.50
4239,11-02-2015,sausage,9,76.75
1510,21-08-2015,other vegetables,8,12.20
3462,21-01-2015,soda,0,10.60
1408,01-03-2015,root vegetables,0,17.45
3686,29-08-2015,other vegetables,9,64.20
1631,14-08-2015,tropical fruit,2,59.50
4277,25-11-2015,yogurt,2,14.25
3455,18-11-2015,pastry,5,68.45
2467,05-07-2015,whole milk,3,9.99
2235,19-01-2015,citrus fruit,2,75.45
2876,19-09-2015,tropical fruit,1,26.60
3736,26-02-2015,bottled water,3,99.10
3402,16-08-2015,whole milk,6,81.20
3044,07-06-2015,pastry,3,52.20
1296,23-11-2015,other vegetables,7,27.75
2492,10-11-2015,root vegetables,3,61.45
1572,21-09-2015,soda,2,45.10
3609,23-02-2015,sausage,0,26.60
4142,17-11-2015,other vegetables,7,65.75
2736,26-12-2015,soda,5,89.10
2215,26-11-2015,citrus fruit,2,70.10
4365,20-02-2015,whole milk,0,35.50
2860,20-12-2015,root vegetables,3,54.25
2505,22-04-2015,yogurt,8,74.45
1485,12-07-2015,soda,8,51.50
4848,07-07-2015,tropical fruit,5,64.10
2085,22-04-2015,soda,3,67.25
2549,24-08-2015,sausage,9,72.20
1200,08-08-2015,citrus fruit,8,25.99
3463,09-05-2015,pastry,9,96.20
3583,02-08-2015,root vegetables,5,7.75
3864,26-08-2015,bottled water,9,92.50
2506,17-11-2015,soda,5,94.45
3588,15-12-2015,citrus fruit,9,70.75
1088,14-01-2015,yogurt,5,21.50
3058,27-07-2015,sausage,7,80.75
3133,01-12-2015,tropical fruit,8,40.99
1731,17-08-2015,whole milk,9,87.50
3452,15-05-2015,citrus fruit,8,31.25
1384,19-12-2015,other vegetables,0,6.60
4840,05-06-2015,whole milk,0,79.45
1685,18-08-2015,other vegetables,0,98.20
1125,27-08-2015,sausage,9,88.25
4274,23-01-2015,soda,1,21.50
1918,29-09-2015,tropical fruit,1,26.10
4936,02-03-2015,sausage,3,28.25
2535,20-03-2015,rolls/buns,0,63.75
4495,24-08-2015,other vegetables,9,64.10
4216,24-02-2015,citrus fruit,3,74.45
1515,21-09-2015,pastry,5,48.75
2604,26-01-2015,citrus fruit,0,60.50
2864,13-03-2015,citrus fruit,8,56.60
1366,29-11-2015,whole milk,9,17.45
3958,04-11-2015,soda,4,69.45
1309,01-04-2015,tropical fruit,8,51.20
4412,04-05-2015,sausage,9,9.20
4805,13-10-2015,other vegetables,7,34.45
4321,12-09-2015,sausage,3,64.25
3397,20-02-2015,citrus fruit,7,18.99
2781,01-06-2015,soda,4,4.20
3750,17-05-2015,pastry,7,19.50
3897,01-02-2015,soda,2,88.45
2240,18-05-2015,citrus fruit,6,36.20
2967,06-02-2015,yogurt,7,93.25
1842,23-02-2015,root vegetables,1,60.45
1626,18-02-2015,pastry,9,49.75
2370,12-09-2015,whole milk,7,67.25
4466,03-09-2015,citrus fruit,3,29.20
2229,22-12-2015,sausage,7,60.25
2234,27-02-2015,sausage,2,17.75
3416,07-02-2015,tropical fruit,5,9.50
4498,19-04-2015,other vegetables,8,45.75
3946,19-11-2015,root vegetables,7,89.25
1009,14-05-2015,tropical fruit,9,34.25
2825,25-12-2015,soda,3,1.75
4592,22-06-2015,whole milk,6,36.25
1449,27-05-2015,whole milk,0,2.60
1183,04-01-2015,sausage,3,96.75
1697,29-05-2015,root vegetables,3,1.50
4879,12-10-2015,other vegetables,8,7.20
4813,04-08-2015,citrus fruit,1,74.10
1379,17-04-2015,pastry,3,75.25
3410,31-05-2015,yogurt,9,76.60
4074,10-09-2015,whole milk,8,9.60
3438,04-01-2015,sausage,2,47.75
1401,29-05-2015,sausage,1,75.50
2074,20-12-2015,bottled water,2,87.75
4850,15-07-2015,other vegetables,8,14.20
2572,27-05-2015,soda,6,22.75
3342,22-06-2015,sausage,8,76.25
3167,20-08-2015,soda,8,79.20
3517,14-07-2015,whole milk,4,35.75
1391,14-03-2015,rolls/buns,0,69.50
4849,17-05-2015,citrus fruit,3,30.25
1926,29-05-2015,yogurt,0,37.50
4034,13-11-2015,whole milk,4,73.20
3719,22-02-2015,yogurt,6,62.45
1293,26-10-2015,whole milk,7,78.75
3737,12-12-2015,sausage,4,46.99
2286,04-12-2015,citrus fruit,5,31.99
1782,13-09-2015,tropical fruit,4,65.99
2837,19-09-2015,rolls/buns,5,98.75
4161,24-09-2015,whole milk,4,78.45
1582,08-07-2015,sausage,0,11.25
3663,20-11-2015,citrus fruit,8,26.25
1237,08-03-2015,rolls/buns,3,66.60
2635,17-09-2015,whole milk,1,8.75
3005,12-07-2015,citrus fruit,6,27.20
1924,07-09-2015,sausage,6,78.10
4270,08-02-2015,bottled water,4,74.60
3813,18-01-2015,whole milk,9,82.75
4412,20-12-2015,sausage,5,13.20
3703,24-03-2015,rolls/buns,7,71.25
2260,02-10-2015,bottled water,0,18.10
3583,03-12-2015,soda,1,8.99
2787,09-05-2015,rolls/buns,4,30.25
3460,14-09-2015,other vegetables,2,71.99
2063,23-08-2015,sausage,3,85.20
3778,13-03-2015,soda,9,12.45
1094,16-05-2015,tropical fruit,6,61.45
4352,28-11-2015,sausage,2,11.20
2783,31-03-2015,citrus fruit,2,74.20
3473,07-04-2015,whole milk,4,17.75
1596,14-07-2015,bottled water,3,64.50
3001,14-11-2015,sausage,8,74.10
3244,20-11-2015,sausage,5,8.60
3544,10-03-2015,whole milk,5,39.99
2760,14-04-2015,other vegetables,7,33.20
4643,02-12-2015,sausage,3,14.10
3601,20-12-2015,rolls/buns,4,31.60
2275,02-08-2015,yogurt,6,71.45
3082,10-04-2015,root vegetables,4,27.20
4273,22-01-2015,rolls/buns,7,32.45
3589,31-01-2015,other vegetables,9,89.20
4733,09-03-2015,soda,5,82.10
3410,03-07-2015,other vegetables,8,85.45
4512,08-11-2015,other vegetables,8,46.75
1867,29-03-2015,root vegetables,9,5.20
4416,29-10-2015,pastry,7,31.20
1361,12-07-2015,sausage,0,68.75
2128,24-04-2015,rolls/buns,6,99.50
4895,01-06-2015,tropical fruit,7,3.60
1431,05-03-2015,other vegetables,5,89.25
3491,26-10-2015,sausage,2,24.60
3844,14-08-2015,citrus fruit,4,78.50
4002,30-04-2015,sausage,7,34.99
3963,26-01-2015,sausage,4,56.45
2997,03-08-2015,other vegetables,5,87.20
4326,11-04-2015,soda,8,85.25
4331,10-09-2015,sausage,9,24.60
1910,25-09-2015,tropical fruit,9,93.25
2713,18-08-2015,other vegetables,0,94.45
4535,05-12-2015,pastry,9,87.20
1208,21-08-2015,rolls/buns,0,75.60
1789,22-10-2015,citrus fruit,7,69.50
2141,08-03-2015,citrus fruit,4,54.45
1425,24-09-2015,citrus fruit,3,68.10
3264,13-01-2015,sausage,7,44.50
1042,22-05-2015,citrus fruit,6,72.50
1692,08-05-2015,citrus fruit,2,24.20
1409,28-07-2015,sausage,5,96.45
1000,25-11-2015,sausage,5,7.25
1613,08-08-2015,soda,6,42.10
2632,17-08-2015,citrus fruit,4,2.60
3974,19-06-2015,sausage,8,95.99
1742,27-11-2015,other vegetables,9,75.20
2257,15-05-2015,soda,4,19.50
4500,08-06-2015,whole milk,8,97.10
2134,27-08-2015,pastry,8,41.50
3220,07-11-2015,rolls/buns,7,61.60
2204,27-09-2015,soda,3,23.25
1762,21-01-2015,citrus fruit,6,69.60
3727,19-05-2015,tropical fruit,6,92.45
2484,12-08-2015,tropical fruit,0,19.50
4942,29-01-2015,citrus fruit,7,2.60
2038,17-05-2015,rolls/buns,4,87.60
4089,04-10-2015,sausage,9,93.60
2287,23-09-2015,yogurt,4,58.50
1946,08-12-2015,pastry,1,25.20
4883,16-01-2015,other vegetables,7,64.75
4120,13-03-2015,rolls/buns,4,90.45
1479,15-05-2015,sausage,8,59.25
2195,10-07-2015,tropical fruit,3,57.20
4439,21-08-2015,rolls/buns,4,8.50
1206,02-01-2015,sausage,6,90.45
2220,07-01-2015,tropical fruit,1,31.75
1989,09-09-2015,soda,9,40.45
4809,28-09-2015,whole milk,5,60.50
3559,02-07-2015,pastry,1,19.50
1900,08-01-2015,other vegetables,4,62.75
1859,28-05-2015,root vegetables,4,21.25
3139,17-02-2015,soda,2,22.20
4694,07-07-2015,rolls/buns,3,26.45
1604,11-11-2015,tropical fruit,3,18.50
4857,28-07-2015,citrus fruit,8,90.45
3239,27-11-2015,citrus fruit,0,87.75
1793,22-10-2015,other vegetables,2,64.75
3581,12-04-2015,tropical fruit,8,34.10
4960,15-08-2015,other vegetables,8,75.10
1208,16-12-2015,tropical fruit,2,39.20
4447,01-05-2015,rolls/buns,9,29.99
3521,17-07-2015,yogurt,8,6.99
2790,11-10-2015,sausage,6,48.99
4328,29-08-2015,tropical fruit,8,34.60
4722,16-12-2015,whole milk,3,65.75
1490,04-10-2015,whole milk,3,1.10
4655,02-08-2015,other vegetables,4,84.60
2842,29-07-2015,sausage,0,54.20
4426,18-05-2015,tropical fruit,7,44.20
1494,26-03-2015,sausage,4,71.99
3354,09-11-2015,yogurt,9,7.75
2140,30-12-2015,sausage,4,59.45
2101,10-04-2015,citrus fruit,0,51.20
3659,28-04-2015,whole milk,4,7.10
2233,10-04-2015,whole milk,5,63.60
1035,23-05-2015,sausage,3,95.20
4781,25-01-2015,sausage,7,7.75
4885,16-10-2015,whole milk,6,20.45
2460,18-12-2015,whole milk,9,96.60
4726,01-03-2015,whole milk,4,15.25
3066,06-12-2015,pastry,9,43.45
1239,22-03-2015,sausage,3,29.60
3042,27-12-2015,whole milk,7,17.25
3728,15-03-2015,rolls/buns,8,60.20
3542,16-06-2015,whole milk,2,64.60
1666,15-04-2015,sausage,2,56.60
3209,25-12-2015,pastry,9,88.45
2716,23-09-2015,yogurt,1,37.60
2408,09-09-2015,sausage,5,11.99
2413,25-10-2015,tropical fruit,6,9.20
3664,30-05-2015,whole milk,2,47.60
1730,25-12-2015,sausage,1,1.45
4555,09-07-2015,citrus fruit,6,32.50
2069,16-03-2015,citrus fruit,8,74.50
2954,05-06-2015,sausage,8,32.10
4812,17-03-2015,sausage,3,44.10
4313,23-06-2015,citrus fruit,6,49.75
4340,26-01-2015,soda,2,38.20
2106,28-08-2015,whole milk,0,58.75
2043,07-03-2015,bottled water,4,77.25
3844,17-09-2015,whole milk,2,97.25
2248,17-03-2015,rolls/buns,7,70.75
3280,13-07-2015,whole milk,7,70.45
4064,17-09-2015,citrus fruit,4,26.45
4249,04-12-2015,sausage,7,97.60
4495,16-12-2015,sausage,4,24.45
2941,26-09-2015,other vegetables,6,85.50
3248,19-06-2015,citrus fruit,8,36.45
2104,20-10-2015,yogurt,5,0.60
2083,19-06-2015,sausage,5,45.10
3760,03-11-2015,other vegetables,8,65.60
3590,09-01-2015,tropical fruit,9,9.60
4616,14-02-2015,other vegetables,0,74.99
4091,25-02-2015,sausage,5,0.60
1017,16-05-2015,other vegetables,9,11.75
4115,22-05-2015,citrus fruit,8,28.45
1339,05-05-2015,sausage,7,38.25
4037,29-12-2015,citrus fruit,5,52.75
2789,01-06-2015,tropical fruit,8,83.25
4795,30-07-2015,sausage,5,46.60
3843,04-09-2015,sausage,9,49.45
4236,13-10-2015,tropical fruit,0,91.20
4727,06-10-2015,bottled water,5,20.60
1967,23-06-2015,whole milk,3,79.60
3927,09-12-2015,bottled water,2,69.45
3594,11-09-2015,tropical fruit,2,65.45
4129,07-11-2015,citrus fruit,1,10.50
2539,15-11-2015,citrus fruit,0,22.50
2089,15-10-2015,whole milk,1,52.25
2466,28-08-2015,sausage,5,48.75
1370,05-07-2015,tropical fruit,8,2.50
3779,10-10-2015,yogurt,6,69.50
3498,31-03-2015,other vegetables,6,16.10
1176,17-08-2015,pastry,3,74.25
2210,07-09-2015,sausage,1,2.25
4807,08-04-2015,tropical fruit,6,33.45
2799,10-09-2015,citrus fruit,4,85.75
3566,14-12-2015,sausage,6,38.60
4938,10-12-2015,whole milk,3,15.50
4273,21-03-2015,citrus fruit,0,52.99
4158,11-11-2015,root vegetables,9,81.25
4606,15-05-2015,whole milk,1,49.45
3066,05-05-2015,bottled water,8,91.75
2475,23-07-2015,tropical fruit,0,74.45
3645,05-12-2015,citrus fruit,5,94.45
4951,24-11-2015,whole milk,6,3.75
3232,10-06-2015,whole milk,6,36.99
4892,13-04-2015,citrus fruit,1,49.60
4152,18-06-2015,soda,0,37.99
3852,01-04-2015,citrus fruit,8,23.99
1042,16-10-2015,whole milk,7,47.45
4908,20-05-2015,tropical fruit,3,36.99
1438,11-05-2015,sausage,0,14.25
3669,10-02-2015,citrus fruit,3,20.60
2412,13-03-2015,sausage,7,38.45
2601,27-06-2015,other vegetables,9,91.45
2211,22-09-2015,whole milk,3,69.10
2685,07-10-2015,bottled water,7,26.60
4687,23-09-2015,soda,0,79.25
2277,18-01-2015,soda,6,59.75
4518,20-07-2015,yogurt,1,41.10
2404,02-06-2015,soda,1,78.50
3640,13-03-2015,rolls/buns,1,3.75
3519,30-07-2015,sausage,6,53.20
3587,08-06-2015,sausage,0,2.10
1878,10-01-2015,sausage,0,20.25
2860,01-03-2015,sausage,7,86.25
4006,14-06-2015,sausage,6,47.60
4180,04-06-2015,other vegetables,1,40.10
1384,23-03-2015,soda,7,49.20
3322,11-10-2015,sausage,7,59.75
2543,13-08-2015,rolls/buns,9,59.99
4459,08-02-2015,sausage,9,14.45
1549,18-03-2015,rolls/buns,4,66.10
3754,22-01-2015,whole milk,2,10.25
1376,30-06-2015,sausage,2,3.60
3120,23-12-2015,other vegetables,3,14.50
1301,07-01-2015,sausage,7,70.75
2772,04-12-2015,bottled water,6,98.20
1875,22-05-2015,bottled water,8,83.99
3255,05-11-2015,tropical fruit,7,31.20
3877,27-05-2015,tropical fruit,9,61.50
2850,27-03-2015,whole milk,1,2.45
3258,20-05-2015,other vegetables,8,8.60
3307,28-06-2015,other vegetables,0,86.20
2332,15-12-2015,tropical fruit,0,11.50
2431,27-10-2015,rolls/buns,5,88.25
2232,15-01-2015,root vegetables,8,90.25
4262,25-04-2015,whole milk,2,45.99
1914,04-06-2015,other vegetables,6,8.20
1306,20-11-2015,whole milk,5,62.20
2145,12-12-2015,whole milk,1,29.10
1977,12-01-2015,whole milk,9,9.60
4013,18-03-2015,sausage,3,79.99
2461,04-10-2015,tropical fruit,8,7.25
1452,25-11-2015,tropical fruit,2,25.50
4721,23-05-2015,sausage,5,89.99
2712,21-06-2015,root vegetables,7,89.75
3596,20-04-2015,other vegetables,0,32.25
4120,11-12-2015,whole milk,1,56.75
4783,01-06-2015,rolls/buns,3,35.99
3741,14-06-2015,root vegetables,3,14.45
2466,10-10-2015,citrus fruit,0,66.10
2070,28-06-2015,sausage,8,45.75
3002,21-01-2015,sausage,7,22.25
2127,19-11-2015,citrus fruit,7,88.99
4392,16-08-2015,other vegetables,1,25.20
4375,29-04-2015,tropical fruit,6,82.75
2682,01-12-2015,root vegetables,2,24.25
2022,03-06-2015,rolls/buns,8,30.20
4801,04-08-2015,whole milk,8,1.99
3015,10-10-2015,sausage,5,18.99
3144,27-04-2015,tropical fruit,3,6.50
2935,09-01-2015,other vegetables,5,70.25
1580,07-08-2015,other vegetables,6,40.25
3703,24-01-2015,whole milk,6,0.20
1497,18-04-2015,sausage,9,26.10
1340,13-03-2015,root vegetables,1,29.25
1102,27-06-2015,other vegetables,5,53.10
4190,27-12-2015,whole milk,4,38.20
4695,22-07-2015,yogurt,9,21.60
3293,09-05-2015,sausage,2,64.60
3543,25-02-2015,citrus fruit,0,52.45
4097,14-11-2015,bottled water,5,96.25
1186,26-04-2015,other vegetables,1,3.75
1628,19-11-2015,soda,3,5.25
3736,31-03-2015,other vegetables,1,30.10
1583,31-05-2015,bottled water,3,95.75
3338,17-08-2015,soda,6,94.45
2427,08-01-2015,other vegetables,0,75.45
1302,26-08-2015,citrus fruit,8,97.75
4499,29-10-2015,root vegetables,0,88.20
3961,24-12-2015,yogurt,5,89.50
2326,16-07-2015,citrus fruit,3,19.50
1067,05-03-2015,whole milk,7,32.10
4877,14-06-2015,sausage,6,87.50
3215,31-01-2015,sausage,8,28.45
2425,20-02-2015,other vegetables,3,44.99
1967,27-10-2015,sausage,4,37.99
2231,03-12-2015,bottled water,2,100.45
3062,01-08-2015,soda,1,94.20
4070,27-07-2015,sausage,1,79.10
3308,23-10-2015,citrus fruit,5,15.45
2594,21-05-2015,citrus fruit,7,65.50
3704,28-09-2015,whole milk,8,40.50
3815,27-06-2015,pastry,3,7.10
1724,23-07-2015,whole milk,3,38.45
1619,29-10-2015,whole milk,4,93.60
2193,30-09-2015,citrus fruit,8,27.20
4319,26-10-2015,whole milk,0,48.99
4944,03-10-2015,other vegetables,5,58.20
2337,10-05-2015,citrus fruit,6,50.45
4779,09-11-2015,sausage,9,78.75
2661,01-05-2015,bottled water,3,27.25
1136,03-11-2015,tropical fruit,9,51.10
4286,12-09-2015,other vegetables,6,58.99
2810,29-01-2015,root vegetables,5,33.75
2570,24-08-2015,soda,6,36.45
1339,23-05-2015,tropical fruit,9,54.60
3583,23-09-2015,sausage,1,85.25
3469,20-05-2015,soda,4,19.60
4092,29-03-2015,whole milk,6,52.10
4763,28-10-2015,citrus fruit,8,28.75
2903,02-08-2015,tropical fruit,5,97.75
4320,11-12-2015,soda,4,24.99
1700,30-10-2015,other vegetables,5,18.20
3762,20-08-2015,sausage,9,20.50
4875,26-10-2015,bottled water,7,53.50
3009,14-08-2015,sausage,0,68.75
3593,20-09-2015,whole milk,7,10.99
4954,24-09-2015,soda,3,9.99
4864,05-11-2015,whole milk,6,69.60
4464,04-03-2015,pastry,1,38.10
3089,17-10-2015,citrus fruit,5,88.50
1804,26-01-2015,whole milk,5,94.75
4804,14-07-2015,whole milk,5,57.45
3904,30-01-2015,citrus fruit,8,90.50
1893,11-01-2015,yogurt,2,38.99
3418,13-03-2015,yogurt,5,56.45
3694,10-02-2015,rolls/buns,2,62.60
2613,03-02-2015,soda,2,59.50
2575,22-02-2015,citrus fruit,3,48.50
4507,15-08-2015,tropical fruit,6,13.99
3094,06-10-2015,tropical fruit,6,26.99
1585,07-01-2015,other vegetables,6,13.10
1707,09-06-2015,sausage,3,14.60
2143,12-02-2015,soda,7,2.75
2088,09-02-2015,yogurt,5,22.25
3940,09-03-2015,bottled water,8,11.45
1612,06-11-2015,bottled water,5,41.99
1464,03-06-2015,other vegetables,9,35.50
3870,21-02-2015,yogurt,9,34.10
2784,13-11-2015,tropical fruit,6,11.99
2548,11-11-2015,whole milk,2,52.50
4064,10-02-2015,citrus fruit,7,52.60
2309,23-03-2015,citrus fruit,5,42.45
3104,13-05-2015,citrus fruit,1,34.45
3461,26-06-2015,yogurt,1,64.25
4719,28-12-2015,other vegetables,2,2.25
3772,18-02-2015,tropical fruit,0,95.45
3797,16-09-2015,whole milk,9,71.10
4163,13-03-2015,tropical fruit,3,67.60
2775,07-01-2015,tropical fruit,4,42.20
3166,14-03-2015,whole milk,2,70.25
2624,21-05-2015,tropical fruit,6,25.25
2696,02-09-2015,other vegetables,8,99.50
1991,09-12-2015,citrus fruit,2,34.99
4721,06-07-2015,bottled water,3,92.20
4714,30-08-2015,pastry,2,86.10
4719,26-09-2015,tropical fruit,8,63.75
3185,02-03-2015,sausage,0,15.99
3621,05-03-2015,soda,4,7.20
3308,17-07-2015,rolls/buns,0,15.45
1723,08-12-2015,tropical fruit,9,73.60
4667,25-08-2015,rolls/buns,3,52.99
2691,05-02-2015,citrus fruit,1,21.45
3854,19-03-2015,citrus fruit,8,95.50
3789,12-10-2015,whole milk,8,2.50
2294,31-08-2015,root vegetables,2,17.50
4019,28-08-2015,whole milk,5,76.10
4706,23-11-2015,sausage,2,76.45
4042,30-04-2015,yogurt,4,41.10
2102,14-02-2015,rolls/buns,3,58.99
3878,24-07-2015,citrus fruit,1,48.75
4817,20-12-2015,rolls/buns,1,99.99
1992,28-08-2015,pastry,6,98.50
3668,22-10-2015,whole milk,7,87.50
1874,15-06-2015,citrus fruit,4,59.60
1343,01-11-2015,other vegetables,6,60.25
3234,16-08-2015,citrus fruit,5,13.25
1500,08-03-2015,sausage,1,65.25
1997,21-07-2015,soda,8,90.60
4546,03-09-2015,tropical fruit,8,66.20
4736,21-07-2015,other vegetables,3,43.99
1513,03-08-2015,yogurt,4,85.99
1905,07-07-2015,tropical fruit,2,76.50
2867,12-11-2015,bottled water,7,72.10
4286,08-03-2015,whole milk,7,64.60
4918,27-01-2015,rolls/buns,7,80.25
3709,26-10-2015,citrus fruit,2,16.60
1559,03-10-2015,citrus fruit,5,36.50
2900,11-04-2015,bottled water,6,44.20
1905,21-02-2015,sausage,5,65.75
3903,06-10-2015,citrus fruit,5,55.20
1697,21-05-2015,rolls/buns,2,77.10
4620,11-03-2015,whole milk,9,34.99
3365,01-02-2015,root vegetables,3,74.45
2910,28-07-2015,root vegetables,7,69.75
1061,05-09-2015,tropical fruit,4,61.50
3276,03-04-2015,root vegetables,1,22.60
3023,28-07-2015,root vegetables,3,17.99
1967,20-01-2015,whole milk,6,14.20
4708,20-03-2015,citrus fruit,8,37.10
4177,13-04-2015,whole milk,9,62.60
2632,02-03-2015,sausage,9,17.60
1377,14-03-2015,other vegetables,7,92.20
2270,01-07-2015,whole milk,0,79.10
4829,03-11-2015,yogurt,8,97.20
3811,14-04-2015,sausage,2,1.20
1587,01-07-2015,whole milk,6,49.20
3894,13-12-2015,sausage,6,0.50
1456,18-09-2015,whole milk,9,88.75
4293,04-08-2015,sausage,2,78.50
2775,06-11-2015,sausage,8,50.25
4152,15-04-2015,sausage,6,63.99
4155,26-01-2015,soda,1,39.50
4010,29-12-2015,rolls/buns,6,31.60
4389,20-10-2015,tropical fruit,4,40.10
2932,20-03-2015,whole milk,1,74.10
1711,18-06-2015,whole milk,0,6.20
4291,08-12-2015,root vegetables,1,27.45
1143,25-04-2015,whole milk,9,6.20
4564,08-07-2015,sausage,9,3.45
4931,04-05-2015,citrus fruit,0,7.20
2623,10-10-2015,whole milk,9,48.20
1095,30-10-2015,bottled water,5,3.50
4555,07-11-2015,whole milk,0,76.99
1024,10-08-2015,root vegetables,8,15.75
1661,01-06-2015,root vegetables,3,34.99
1127,14-01-2015,rolls/buns,7,0.10
4828,08-08-2015,whole milk,3,94.75
3014,11-11-2015,sausage,1,47.60
4092,30-09-2015,sausage,9,41.20
1279,06-09-2015,yogurt,9,77.99
1075,19-11-2015,citrus fruit,8,68.20
3987,19-08-2015,whole milk,6,92.60
4106,25-08-2015,rolls/buns,8,67.50
4338,24-06-2015,rolls/buns,6,55.25
3928,18-07-2015,soda,2,66.60
3827,30-09-2015,sausage,7,93.25
4699,08-02-2015,sausage,5,42.99
2851,16-03-2015,other vegetables,7,19.25
3822,07-03-2015,bottled water,7,84.20
2288,31-05-2015,sausage,8,63.10
2294,26-07-2015,citrus fruit,2,90.75
3165,18-08-2015,yogurt,1,84.99
4073,02-11-2015,tropical fruit,4,8.99
3661,25-07-2015,citrus fruit,3,42.20
1092,16-05-2015,soda,6,95.45
4753,21-06-2015,citrus fruit,7,66.60
1279,10-09-2015,sausage,0,7.60
1012,19-11-2015,root vegetables,7,50.25
1715,03-05-2015,whole milk,3,54.60
4351,16-01-2015,whole milk,5,82.50
3653,21-10-2015,whole milk,9,21.10
2730,10-11-2015,root vegetables,3,49.20
1708,28-12-2015,citrus fruit,4,41.25
4293,24-08-2015,sausage,5,70.50
1460,24-06-2015,tropical fruit,1,93.45
2960,19-12-2015,tropical fruit,3,65.50
4059,07-05-2015,sausage,2,23.25
1822,03-03-2015,tropical fruit,4,28.99
1624,04-02-2015,whole milk,4,99.60
2018,04-01-2015,rolls/buns,6,69.99
4547,18-01-2015,whole milk,3,90.60
4831,06-04-2015,sausage,2,25.99
3072,28-02-2015,other vegetables,4,77.60
1398,15-04-2015,sausage,5,71.10
1565,15-10-2015,whole milk,3,3.60
1293,05-03-2015,tropical fruit,3,30.75
3331,25-07-2015,whole milk,2,63.99
2408,19-05-2015,citrus fruit,8,25.45
3934,01-05-2015,whole milk,2,8.60
4742,22-06-2015,pastry,8,77.20
3229,25-03-2015,other vegetables,8,57.50
2741,17-02-2015,other vegetables,6,24.20
4442,10-06-2015,other vegetables,4,63.25
3687,22-12-2015,other vegetables,3,21.60
3273,15-03-2015,sausage,4,93.25
3190,28-03-2015,tropical fruit,1,98.10
3295,28-07-2015,sausage,6,82.20
4405,06-01-2015,bottled water,5,18.20
4266,31-07-2015,sausage,6,37.10
1372,25-06-2015,whole milk,5,15.99
4820,01-05-2015,pastry,0,79.50
3687,16-07-2015,citrus fruit,9,56.45
4115,20-03-2015,citrus fruit,3,52.10
3525,14-02-2015,citrus fruit,9,59.60
2782,09-04-2015,tropical fruit,7,90.10
4869,03-04-2015,soda,4,64.60
2454,26-08-2015,sausage,4,96.20
3393,15-02-2015,tropical fruit,7,100.99
4734,12-07-2015,whole milk,0,64.60
4946,04-11-2015,yogurt,0,40.75
2707,07-03-2015,whole milk,3,97.25
2010,06-11-2015,whole milk,7,90.20
1502,16-04-2015,sausage,6,64.75
4352,14-04-2015,sausage,4,46.45
1477,16-05-2015,sausage,9,21.50
4938,24-11-2015,tropical fruit,9,60.20
3776,17-05-2015,bottled water,9,26.50
